Date,Adj Close,Volume,Volatility
2020-04-02,0.009593518839739357,0.18392281000791377,0.9819633790986377
2020-04-03,0.003319544729916468,0.1578985816034577,0.981491978101446
2020-04-06,0.03649850466440463,0.2736470444999086,1.0
2020-04-07,0.03522046797675116,0.3761916357216777,0.978376602318836
2020-04-08,0.04717088218949772,0.2069337067023802,0.9647447832201284
2020-04-09,0.039187350711471614,0.38203567297741525,0.8917421818102247
2020-04-13,0.043270404785317074,0.2101114019601875,0.8304113983445216
2020-04-14,0.060117148424423394,0.3259694405551835,0.6595330154725656
2020-04-15,0.048747666885941066,0.1889450295245632,0.6270573354629705
2020-04-16,0.05915449906751419,0.1717599074694101,0.5566723685634827
2020-04-17,0.062108890458101085,0.13733487550983137,0.5556623901213977
2020-04-20,0.05376020564074535,0.13371887745784378,0.5511017251506634
2020-04-21,0.035353278637830665,0.19093565471479879,0.5774514744155981
2020-04-22,0.05698018036417174,0.1719425336336519,0.5126126696317688
2020-04-23,0.0531958742991161,0.1471053752967675,0.5101777981828832
2020-04-24,0.06099686709679697,0.14431119498386802,0.476069174157096
2020-04-27,0.06610897585809139,0.1641078711876788,0.44465311645230926
2020-04-28,0.06410063249177878,0.21778170085834295,0.43804467266244623
2020-04-29,0.0824245908208383,0.21058622998721616,0.4468929977239145
2020-04-30,0.06815048390035433,0.28341754428684485,0.4242820980654876
2020-05-01,0.04912942155790556,0.3358495160406647,0.45379304353886224
2020-05-04,0.05221662360957191,0.17438972423449198,0.44683600072909385
2020-05-05,0.058507199052029724,0.24287453582516585,0.3419044185240939
2020-05-06,0.0631711478108199,0.2368843976380349,0.3421040275773963
2020-05-07,0.0666401045344508,0.14056735861691116,0.33105463297499055
2020-05-08,0.0781091560794232,0.20508918244353805,0.33057818310087567
2020-05-11,0.07772740140745871,0.18151214463992207,0.3306092952736661
2020-05-12,0.06712142921290537,0.19769282279174527,0.3178786551250515
2020-05-13,0.05961922241333384,0.38795276069884943,0.3105051663336965
2020-05-14,0.06982687659260728,0.36556279296280514,0.30958508773466925
2020-05-15,0.06172713578613659,0.31292993242831924,0.31538537791813004
2020-05-18,0.07935399010180683,0.2693188044073781,0.3332962772161106
2020-05-19,0.07804278873820303,0.2308029463687831,0.2950572751890082
2020-05-20,0.0927816190045066,0.19933645826992144,0.26520570727079945
2020-05-21,0.08234162214698315,0.2004687404882206,0.27520916847825494
2020-05-22,0.08413414818904158,0.11845133012722955,0.270877911420215
2020-05-26,0.0883997789325518,0.23094904730017654,0.2701376230932104
2020-05-27,0.09472355704027952,0.29103305533572776,0.2710382481109669
2020-05-28,0.08562796421162971,0.2400620928958422,0.24899627506794786
2020-05-29,0.09606796106915322,0.35097096243988557,0.23518700232444112
2020-06-01,0.09381067369195556,0.13779144092043585,0.186831582328791
2020-06-02,0.10279005719216078,0.16091191331344737,0.19114733916603083
2020-06-03,0.11505585873565166,0.07701345346076581,0.1982112276871879
2020-06-04,0.11903930481368746,0.08716746819260972,0.19780227497513547
2020-06-05,0.12984445501054054,0.14376331649114263,0.2030202813328308
2020-06-08,0.12891500831890124,0.1226517319047909,0.1953467615396811
2020-06-09,0.12926356032559583,0.08777013453460765,0.19494479699557737
2020-06-10,0.1308569463546741,0.12557375053265962,0.1738229315634947
2020-06-11,0.10209295317877154,0.21157241127412185,0.2482052196313418
2020-06-12,0.10786900127750487,0.249394289888598,0.2419713594775571
2020-06-15,0.11271556469527932,0.09836245206063188,0.23111082513280728
2020-06-16,0.12119702218439504,0.17457235039873378,0.20686871243646038
2020-06-17,0.12464937757539096,0.05203019419248797,0.20560181241470538
2020-06-18,0.12381946290092222,0.05014914470079747,0.18769515619121807
2020-06-19,0.1216617455302147,0.10681804346502707,0.17260584742927365
2020-06-22,0.12493152425154586,0.046843611128020934,0.17271847035419913
2020-06-23,0.12652491028062407,0.04025080659889206,0.17211596260921597
2020-06-24,0.11668240944068026,0.088719790588665,0.18222067062337333
2020-06-25,0.11981941549025144,0.05234065867169903,0.17000839819636937
2020-06-26,0.11153709801411593,0.06824739757715954,0.169465433702308
2020-06-29,0.11626749009276538,0.13077859621355084,0.16968084006016465
2020-06-30,0.12762037029861278,0.2172886102148901,0.17321783930355494
2020-07-01,0.12186092353251438,0.08477506544104219,0.1632007253333833
2020-07-02,0.12728841962455312,0.07736044317282523,0.16441359626076524
2020-07-06,0.139155827174125,0.10933828453156388,0.166284857539218
2020-07-07,0.13371176773877086,0.08378888415413648,0.16935888821875988
2020-07-08,0.13988613385278414,0.06660376209898337,0.17244598997469818
2020-07-09,0.14601069596889255,0.09078346624459731,0.17503129894667446
2020-07-10,0.14443391127244926,0.027357399403421197,0.0715735315561847
2020-07-13,0.13676572913584784,0.14823765751506665,0.0810355565455442
2020-07-14,0.1443509425985941,0.15873866195896996,0.0840722325128059
2020-07-15,0.14353762925676028,0.10533877153466853,0.07718383673392659
2020-07-16,0.1417948692232871,0.05040482133073598,0.07734404229837624
2020-07-17,0.14413516326365944,0.05014914470079747,0.07712521402387443
2020-07-20,0.15334692743143424,0.0771047665428867,0.0833564005380723
2020-07-21,0.15092366471720675,0.06558105557922932,0.08480228730931735
2020-07-22,0.15248384808101512,0.044067693431545624,0.08479487573583802
2020-07-23,0.14523062328164815,0.09067389054605222,0.07672131189624443
2020-07-24,0.13789439181910645,0.1339745540877823,0.08558700491622534
2020-07-27,0.1522183027374952,0.1100505265721069,0.09321513916305404
2020-07-28,0.14305630457830565,0.07949716929445425,0.10574004278727811
2020-07-29,0.15263322208541003,0.056942838010592314,0.10027657792599737
2020-07-30,0.16197779691426434,0.1339745540877823,0.09994483574851304
2020-07-31,0.16001925754585655,0.08594387289218967,0.09990559327622764
2020-08-03,0.16876626037849218,0.06925184148048943,0.0917609985820432
2020-08-04,0.1759697191692739,0.056997625859864856,0.08828430255554048
2020-08-05,0.17545519182554942,0.07456626285992572,0.0866441132099185
2020-08-06,0.17518960849270993,0.03528337493151519,0.08446487801863314
2020-08-07,0.16966254239418116,0.05162841663115601,0.08875607049943787
2020-08-10,0.16964597905086576,0.04932732696170938,0.07844933053326542
2020-08-11,0.1645172309676169,0.09739453339015036,0.07820012683966734
2020-08-12,0.18023534991278417,0.0870031046447921,0.10056172549773165
2020-08-13,0.17523941249061475,0.061216290253850364,0.103908498461493
2020-08-14,0.17494066448182494,0.03482680952091069,0.10426249774754334
2020-08-17,0.180534097921574,0.025074572350398734,0.09888351930395897
2020-08-18,0.1778784545397769,0.030662932976197724,0.09896132934467225
